name	predictions	lineage	clade	subsubclade	extra_info	Amt.2	Amt.1	Amt.NC	ureC	cspc	ipct	nhap	trk	metE	metE_2	flaK	cheA	cheY	cheY_2	TadC	flal	proDH	RocA
JF715773	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001543015	no	NP	Gamma	2		1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_002317795	no	NP	Gamma	2		1	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
KJ509744	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509755	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB373287	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227787	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF715892	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN183790	yes	NP	Gamma	2	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF438319	yes	NP	Gamma	2	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU988789	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF715887	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2690315682	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0
GCA_003702465	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
2757320762	no	NP	Gamma	2		1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
GCA_003331425	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
KF362927	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB592000	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002508395	no	NP	Gamma	2		1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
AACY095819	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001510225	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_005790655	no	NP	Gamma	2		1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
GCA_005787845	no	NP	Gamma	2		1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
GCA_002737455	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_005778305	no	NP	Gamma	2		1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
GCA_005798385	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1
JF272692	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF802777	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF802776	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN662453	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB592100	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU386336	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013043295	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	1
GCA_013407145	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_013407165	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GQ499672	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_905479565	no	NP	Gamma	2		1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1
GU811274	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ359001	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2626541593	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_007571135	no	NP	Gamma	2		1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0
JF715882	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN177520	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX305913	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF715913	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN177532	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX537690	yes	NP	Gamma	2	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC735589	yes	NP	Gamma	2	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN183740	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ455773	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB583389	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB583394	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB583399	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB704000	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_012928605	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390905	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
GCA_013390395	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1
EU427937	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU270258	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013911135	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1
KJ509783	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509723	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ863134	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF430562	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148614	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ278570	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC735190	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ778506	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_011771385	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0
GCA_011772925	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1
JX537517	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU988844	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU651096	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013867335	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_013867345	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
EU651126	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227845	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX537681	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU650913	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU650938	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX537555	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509737	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LK055991	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU811279	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC112505	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LK055949	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ499763	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF715746	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509750	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509789	yes	NP	Gamma	2	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509790	yes	NP	Gamma	2	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2681813472	no	NP	Gamma	2		1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0
GCA_012271275	no	NP	Gamma	2		1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0
KJ526757	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ526759	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ526762	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ526768	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU049837	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ230207	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ485788	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU049828	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU049838	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU049833	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU216237	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU216236	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016126025	no	NP	Gamma	4	NP-Theta in Alves	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	1
GQ485687	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC148566	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009836545	no	NP	Gamma	4	NP-Theta in Alves	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
GCA_009840065	no	NP	Gamma	4	NP-Theta in Alves	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_009839185	no	NP	Gamma	4	NP-Theta in Alves	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1
GCA_009843815	no	NP	Gamma	4	NP-Theta in Alves	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1
GQ485791	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF954320	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF954379	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF954403	yes	NP	Theta	4		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003724255	no	NP	Gamma	1		1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
GCA_003724285	no	NP	Gamma	1		1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0
GCA_900620265	no	NP	Gamma	1		1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0
EU049840	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DP000238	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000200715	no	NP	Gamma	1		1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0
EU049836	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ501025	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU125512	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU125516	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC758384	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC758416	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU125510	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB373243	yes	NP	Gamma	1	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB373251	yes	NP	Gamma	1	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU811265	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF924049	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF924242	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX537521	yes	NP	Gamma	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU270242	yes	NP	Gamma	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF924264	yes	NP	Gamma	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF924780	yes	NP	Gamma	3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU811281	yes	NP	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF924040	yes	NP	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2527291500	no	NP	Alpha	2		1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
2663763551	no	NP	Alpha	2		1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
FJ799226	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2639762712	no	NP	Alpha	2		0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
JF719182	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC857523	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013390745	no	NP	Alpha	2		1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0
KJ549584	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN375915	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC349268	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB591998	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ615376	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU810220	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2634166810	no	NP	Alpha	2		1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
FJ888610	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013390375	no	NP	Alpha	2		1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
KF970687	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU886183	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB703990	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ500237	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF719185	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU810214	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC857521	yes	NP	Alpha	2	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC857541	yes	NP	Alpha	2	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB592040	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB703998	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU886109	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013390385	no	NP	Alpha	2		1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0
EU886125	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU810221	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB703989	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF719146	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU886088	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC596396	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF970688	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU490367	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU886054	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU886039	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ500502	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC349249	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU360832	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2706794823	no	NP	Alpha	2		1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0
FJ615369	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU340498	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF512364	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB305370	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC857542	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ615389	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF796147	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC596395	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ250790	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU360764	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF901071	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB592180	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ396294	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU360767	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148748	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ250723	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC857535	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU181783	yes	NP	Alpha	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
